	title	sentences	label	language	index	checkSent	checkLabs
7584	La métabolisation des Jeux Olympiques : capacité transformative et héritage des méga-événements dans le paysage urbain	In recent years, there has been an increase in the number of metropolitan cities around the world. There is an undeniable economic link between these cities, thus forming a global landscape (Sassen, 2004). The latter includes cities wishing to leave their national context with the ambition of excelling at the international level. Each city has its own vision of the potential action needed to implement this radical change (Secchi, 2006). In order to assert their presence at the international level, these cities are particularly keen to hold important events – including mega-events, and most notably, Summer Olympics (Smith, 2012) – through which they can ensure their metropolitan development in multiple directions. Indeed, the Olympic Games have the capacity to organize, within the host city, a true cycle of life characterized by a pre-event and post-event. The issue then becomes for the metropolis to find ways to instrumentalize this mega-event to give a long-term vision of its cultural, economic, and infrastructural development. Already, it is possible to highlight the weakness in the scope and nature of a vision proposed over the long term. Indeed, what is really at stake for a metropolis, through the development of the Summer Olympic Games, is to design an urban landscape that is transformed with and beyond the legacy of the Olympic Games into its material and immaterial brands (Cashman and Hughes, 1999; Ritchie, 2000; Goad, 2001; Searle, 2002; Preuss, 2007; Hiller, 2006; Bondonio and Mela, 2008). For this reason, the main proposal of this research is to examine the possible identification of a metabolism of the Olympic Games and its material heritage in the post-event phase.  More specifically, this thesis is based on a theoretical framework that reconstructs the concept of the urban landscape’s metabolism. This concept of urban metabolism emerged at the beginning of the 20th century. It leads to a reflection on the urban landscape’s capacity of transformation and its mutation through the choice for the conception of the public and private actors around the same controversy. From a methodological point of view, this research is supported by a qualitative approach based on a flexible research design. A structuralist and interpretative approach was undertaken both for data collection and for the analysis of the selected content. More specifically, this study considers the case studies of Rome (1960), Montreal (1976) and London (2012), both in their pre-event and post-event phases. The objective is to evaluate the organization of the event from its conception to its management, as well as how its heritage and its transformative action were considered. In the end, this research shows that the Olympic Games have an operational value of concertation that interweaves different scales: international, metropolitan, and urban.	Olympic games , Metabolization , Legacy , London 2012 , Urban Landscape	en	19974	Y	PP , Y , PP , Y , PP , 
7460	L'évolution de la motivation à apprendre dans le contexte de la transition au secondaire : trajectoires et déterminants personnels, scolaires et relationnels	Plusieurs études ont fait état d’une diminution de la motivation à apprendre suivant la transition au secondaire. La plupart d’entre elles s’appuyaient sur des analyses qui permettaient d’estimer des changements moyens chez leurs participants, mais qui ne se prêtaient pas à l’identification de sous-groupes voyant possiblement leurs dispositions motivationnelles évoluer distinctement. Recourant ainsi à un modèle sociocognitif qui a été adapté et qui permet d’examiner les perceptions que les élèves entretiennent à propos de leurs chances de réussite et la valeur des apprentissages, en prenant en compte leurs intentions en lien avec ces apprentissages, cette thèse vise donc à documenter plus fidèlement ce qu’il advient de la motivation dans ce contexte transitoire. Plus précisément, cette thèse cherche à déterminer si la motivation évolue de manière homogène ou hétérogène. Dans la seconde éventualité, où différentes trajectoires se distinguent, elle tente de les caractériser sur la base de déterminants personnels, scolaires et relationnels.  Des données récoltées dans le cadre d’un projet antérieur font donc l’objet d’une utilisation secondaire. Un nombre total de trois cent vingt-trois élèves, effectuant la transition entre dix-sept écoles primaires et douze écoles secondaires publiques francophones distribuées dans différentes régions du Québec, avaient alors été recrutés. À la fin de leur sixième année au primaire et au début et à la fin de leur première année au secondaire, ceux-ci avaient répondu à un questionnaire qui avait permis de documenter des caractéristiques qui leur sont propres, qui sont liées à leur environnement scolaire et à leurs relations avec leur entourage, mais surtout leurs attentes de succès et la valeur qu’ils accordaient aux apprentissages. Ces données ont été soumises à différentes analyses. D’abord, une analyse de variance multivariée (MANOVA) à mesures répétées a été réalisée sur des dimensions inhérentes aux composantes des attentes de succès et de la valeur accordée aux apprentissages pour déterminer comment celles-ci évoluent dans le temps, de manière générale et selon le genre des élèves. Puis, des analyses de trajectoires développementales inconditionnelles ont été réalisées afin de déterminer si différentes trajectoires latentes se dissimulaient derrière les changements généraux observés, pour les deux composantes. Après avoir effectivement distingué différentes trajectoires latentes, des tests khi-deux ont été effectués pour vérifier s’il était possible d’associer celles-ci à des caractéristiques personnelles et scolaires (de première secondaire), reconnues stables dans le temps. Puis, une seconde série d’analyses de trajectoires développementales, intégrant des caractéristiques personnelles et relationnelles (réputées changeantes dans le temps) mesurées à la fin de la sixième année au primaire à titre de covariables, a été réalisée pour vérifier quel était le rôle contributeur de pareils déterminants dans l’assignation à différentes trajectoires latentes d’attentes de succès et de valeur accordée aux apprentissages. Ultimement, une seconde analyse de variance multivariée (MANOVA) à mesures répétées a été menée pour déterminer s’il était possible de distinguer les élèves assignés aux différentes trajectoires latentes en fonction de mêmes caractéristiques personnelle et relationnelles mesurées au début et à la fin de la première année au secondaire.  Les résultats indiquent que les attentes de succès (sentiment de compétence) et la valeur accordée aux apprentissages (intérêt, utilité, buts de maîtrise) ont connu toutes les deux des diminutions générales. En fait, en ce qui concerne la valeur accordée aux apprentissages, les buts de performance sont demeurés stables et les buts d’évitement du travail ont connu une augmentation, ce qui suggère effectivement que cette composante s’est détériorée. Cela étant dit, les résultats ne révèlent pas des changements distincts selon le genre. Pour chaque composante, trois trajectoires développementales ont ensuite été mises en évidence, deux d’entre elles étant descendantes et l’autre stable. En effet, chez une majorité d’élèves, les attentes de succès ont connu une diminution et c’est plus spécifiquement chez ceux qui entretenaient les attentes les plus élevées et les plus faibles. Chez un nombre non négligeable, ces mêmes attentes sont demeurées à un niveau moyen tout au long de l’étude. De la même façon, la valeur accordée aux apprentissages a diminué chez la plupart des élèves et plus particulièrement chez ceux y accordant une valeur plus élevée et moyenne. Un petit nombre d’élèves a quant à lui attribué une valeur plus faible et relativement stable aux apprentissages. Ces trajectoires étaient modérément et positivement corrélées. Des caractéristiques personnelles stables ont été associées à certaines de ces trajectoires latentes. En effet, la composition familiale et le pays d’origine des parents entretenaient un rapport avec certaines de celles-ci. Plus précisément, les élèves issus de familles biparentales entretenaient des attentes élevées dans une plus grande proportion que ceux de familles monoparentales. Aussi, les élèves ayant au moins un parent né à l’étranger accordaient, dans une plus grande proportion, une valeur élevée aux apprentissages que ceux dont les deux parents sont nés au pays. Des caractéristiques personnelles et relationnelles, mesurées à la fin de la sixième année au primaire et susceptibles de fluctuer dans le temps, ont aussi été mises en relation avec les trajectoires latentes. Les élèves rapportant des dispositions motivationnelles stables ne s’exprimaient pas plus positivement au regard des caractéristiques considérées. En fait, les résultats indiquent que ce sont les élèves dotés des dispositions les plus favorables qui s’expriment le plus positivement, notamment en ce qui concerne leur sentiment d’acceptation, les attitudes scolaires de leurs amis et le soutien offert par leur enseignant. Ainsi, même si leur motivation déclinait, ils semblaient jouir d’un plus grand soutien de la part de leur entourage. Les élèves qui présentaient des dispositions moins favorables, quant à eux, étaient aussi ceux qui s’exprimaient le plus négativement quant à la qualité de leurs relations. Ces mêmes caractéristiques, mesurées au début et à la fin de la première année au secondaire entretenaient un rapport semblable avec trajectoires latentes estimées.  Il semblerait bien que la motivation à apprendre n’évolue pas de façon homogène pendant cette phase transitoire, mais plutôt de manière hétérogène. Si les attentes de succès et la valeur accordée aux apprentissages ont connu une diminution chez la majorité des élèves, comme c’est généralement le cas, il apparaît aussi que ces dispositions se sont préservées chez une proportion somme toute non négligeable. De plus, parmi les différentes catégories de déterminants qui ont été prises en considération, c’est celle relative aux relations qui affichait un lien plus marqué avec les différentes trajectoires estimées. En fait, plus les élèves se sentaient appréciés et liés à des pairs qui valorisent les apprentissages, ainsi que soutenus par leurs enseignants, plus ils étaient susceptibles d’afficher des attentes-valeur favorables, bien que celles-ci pouvaient se détériorer. En somme, en plus de dévoiler l’existence de différentes trajectoires motivationnelles dans le contexte de cette transition, cette étude révèle la présence d’un lien étroit entre ces trajectoires et certains des déterminants relationnels qui ont été considérés. Les relations sociales pourraient donc avoir une fonction protectrice pendant cette phase transitoire.	motivation , attentes de succès , valeur accordée aux apprentissages , transition au secondaire , trajectoires développementales , caractéristiques personnelles , caractéristiques familiales , caractéristiques scolaires , caractéristiques relationnelles	fr	20068	Y	PP , PP , PP , PP , PP , PP , Y , Y , Y , 
15957	Logique d'action et quête de sens : le risque en protection de l'enfance	La présente recherche a comme sujet la gestion des risques au cœur de la prise de décision en protection de l’enfance. Elle a comme objectif une meilleure compréhension de la pratique à partir de la construction des logiques d’action déployées par les professionnels ainsi que la réflexion sur le sens qu’ils accordent à leurs actions.  Le projet est porté par une posture constructiviste : les professionnels « construisent » la situation problématique de l’enfant à protéger tout comme ils construisent la solution envisagée. C’est à partir de la combinaison entre la réflexivité (Schön; Racine; Giddens) et la délibération éthique (Bossé, Morin et Dallaire) que des groupes de discussion impliquant des professionnels de professions et de statuts différents ont été réalisés au Centre jeunesse de l’Estrie. Ces groupes s’inscrivent dans une méthodologie qualitative laissant place aux discours des acteurs et sont accompagnés d’entretiens individuels comme stratégie complémentaire de cueillette de données. Les données ont été explorées à partir d’une analyse de contenu sous trois axes (Van der Maren) : une analyse horizontale (dégager les éléments pertinents à partir d’un cadre de délibération éthique), une analyse verticale (dégager les interactions et les inter-influences dans les groupes de discussion) et une analyse transversale (dégager des noyaux de sens et des logiques d’action à travers les discours).  Les résultats permettent d’établir des séquences dans la prise de décision des professionnels à partir desquelles se construisent les logiques d’action. Trois logiques sont dégagées de l’analyse de contenu ⎯ collaborative, délibérative, légaliste ⎯ qui sont appuyées sur plusieurs dimensions regroupées à l’intérieur de trois axes d’intérêt : le rapport au mandat de protection, le rapport à la situation et le rapport au risque. Au-delà des logiques elles-mêmes, les résultats portent également à réfléchir des éléments de processus qui influencent la prise de décision. Ces éléments amènent à explorer et à questionner la posture professionnelle et la conviction, le dialogue et la présence d’espace de traduction ainsi que l’apport de la délibération collective.  Au final, la recherche permet de réaffirmer la complexité de la pratique de protection de l’enfance mais elle conduit également à plaider en faveur d’une conscientisation de la pratique. Dégager des logiques d’action procure des clés de réflexivité pour les professionnels les menant à conscientiser leur prise de décision et ainsi accéder	Protection de la jeunesse , gestion des risques , réflexivité , délibération éthique , logiques d'action	fr	9158	Y	Y , PP , PP , PP , Y , 
9501	Représentations sociales sur l’école et stratégies déployées par des parents récemment immigrés pour soutenir l’expérience socioscolaire de leurs enfants dans la société d’accueil : regards croisés de parents et d’ICSI	"This research aims to study newcomer students’ immigrant parents’ relationship in regards to school and education in Quebec. Specifically, we examined these parents’ social representations (SR) with respect to the host and home societies’ school systems as well as the strategies they deploy to support their children’s educational experience in Quebec’s school context. The originality of our study lies in the use of the SR concept to explore the relationship between newcomer parents in Quebec and school, the consideration of their premigratory situation and, in crossing two views on the situation of interest: newcomer immigrant parents and community, education and cross-culture worker (CECW).  In the context of a qualitative interpretative exploratory approach, our data collection was done with six CECW (6) and twenty-five newcomer students’ immigrant parents in Québec (25). In both cases, we have made semi-structured interviews. Also, to access the complexity of SR, we used the technique of free associations with the parents (Carassus & Dosquet, 2010; Vidal & al., 2006). According to our results, parents’ representations of school system in Quebec were mostly based on their migratory experience: reasons for migrating and conditions of establishment in the host society. Also, our results revealed the pertinence to structure parents' SR around four main themes: children’s school, social and professional integration into the host society; intellectual development and school structure; various socialization issues conveyed into school and into society; relationship between school and immigrant families. In this regard, although parents compare various elements between school in the host and home societies, their SR of school in Quebec are generally related to the future of their children, and these SR highly raise school’s ability to integrate their children in the school and socio-professional contexts. Also, our data converge to express many parents’ the desire to see their children’s human capital being at its full potential in the migratory context. Our results also shows that school is rooted in a specific context, while the parents’ SR often illustrate socio-cultural values conveyed in Quebec’s school, and while the terms of relationship between school and families are not always known by immigrant parents. These two points of view - those of parents and CECW -, when put into perspective, also reveals the several strategies mobilized by immigrant parents to support their children's educational experience in the host society. These strategies have been categorized as follows: strategies deployed ""at home"", ""in school"" and ""with community"". Our results suggest that the actualisation of the role of ""in school"" students’ parents is subject to some terms imposed by school. Also, our results highlight an interesting gap between parents mobilization and proactivity to support their children, and the fact that their actions are invisible for school, especially when strategies are deployed in the privacy of the family environment, or in collaboration with the community. Putting into perspective these two points of view also led us to clarify the support needed by newly immigrated parents to manage different issues related to school and schooling in the host society. Also, we have been able to identify practices deployed by school and community that are likely to support newly immigrated parents in the school context. Overall, our results converge to the pertinence of giving greater consideration to parents in their children’s integration process in Quebec’s school and on the necessity of encouraging greater partnerships between school and families. Finally, it seems that school cannot ensure on its own the integration of newcomer immigrant families and the academic achievement of newly immigrated students in Quebec's schools. In this regard, ICSI seem to be strategic resources."	Social representations (SR) , Parents from recent immigration , Community, education and cross-culture worker (CECW) , Parents’ strategies to support educational experience of their child , Educational experience of newcomer immigrant students	en	16397	Y	PP , Y , PP , Y , Y , 
14317	Interactions sociales et réseaux sociaux en économique : modélisation et estimation	Cette thèse comporte trois essais sur les interactions sociales en sciences économiques. Ces essais s’intéressent à la fois au côté théeorique qu’empirique des interactions sociales. Le premier essai (chapitre 2) se concentre sur l’étude (théorique et empirique) de la formation de réseaux sociaux au sein de petites économies lorsque les individus ont des préférences homophilique et une contrainte de temps. Le deuxième essai (chapitre 3) se concentre sur l’étude (principalement empirique) de la formation de réseau sociaux au sein de larges  économies où les comportement d’individus très distants sont aproximativement indépendants. Le dernier essai (chapitre 4) est une étude empirique des effets de pairs en éducation au sein des écoles secondaires du Québec. La méthode structurelle utilisée permet l’identification et l’estimation de l’effet de pairs endogène et des effets de pairs exogènes, tout en contrôlant pour la présence de chocs communs.	Interactions sociales , Réseaux sociaux , Formation de réseaux , Effets de pairs	fr	10644	Y	PP , PP , PP , PP , 
9447	Trafic intranucléaire de l’ARN de la télomérase et la réponse aux dommages à l’ADN chez la levure Saccharomyces cerevisiae	DNA double-strand breaks (DSB) constitute a threat to genome integrity and cell survival if they are not repaired. In addition to canonical DNA repair systems such as nonhomologous end joining (NHEJ) in G1 and homologous recombination (HR) in S and G2 phases, DSBs can also be repaired by addition of new telomeres by telomerase. This phenomenon is referred to as telomere healing or de novo telomere addition. This process threatens genome stability since it results in chromosome arm loss, which could be lethal in haploid cells and lead to loss of heterozygosity (LOH) in diploid cells. Therefore, cells possess mechanisms that prevent the untimely action of telomerase on DSBs. One of the questions driving this field is to understand how telomere addition by telomerase is inhibited and DSBs repair can be efficiently performed by canonical DSB repair (NHEJ and HR). In this project, we used fluorescent in situ hybridization (FISH) to detect the endogenous TLC1 RNA, which is the limiting component of telomerase of the budding yeast. Using this technique, we found that TLC1 RNA traffics inside the nucleus during the cell cycle of wild-type cells. In G1 and S phases, TLC1 RNA adopts a nucleoplasmic localization, which is related to its function in telomere elongation, while it accumulates in the nucleolus in G2/M. We hypothesize that the nucleolar accumulation of TLC1 RNA in G2/M may reduce the possibility that telomerase interferes with HR to repair DNA DSB, since HR is excluded from the nucleolus and occurs only in the nucleoplasm. To test this hypothesis, we treated wild-type and rad52 (HR deficient cells) with bleomycin, a radiomimetic agent that generates preferentially DSBs. Our results show that after induction of DSB with bleomycin, TLC1 RNA remains nucleolar in wild-type cells in G2/M, but accumulates in the nucleoplasm and colocalizes partially with DSBs sites in rad52  cells, suggesting that RAD52 inhibits the nucleoplasmic accumulation of TLC1 RNA in the presence of DSBs. Nucleoplasmic accumulation of TLC1 RNA after DSB induction requires the DNA damage pathway (MRX, ATM/Tel1 and ATR/Mec1), and the SUMO ligase E3 Siz1. Interestingly, association of TLC1 RNA with DSBs depends on the single-strand telomeric binding protein Cdc13, which rapidly accumulates at sites of DNA damage, while Rad52 suppresses this process by inhibiting Cdc13 accumulation at DSBs. These results suggest that telomerase is normally excluded from sites of DNA repair. In the absence of functional homologous recombination, telomerase leaves the nucleolus and accumulates partially at DSB in the nucleoplasm in a Cdc13- and Siz1-dependent manner.	Cassure double-brins , Rad52 , Cdc13 , Siz1 , Nsr1 , TLC1 RNA , Double strand-breaks , De novo telomere addition , Intranuclear trafficking , Telomerase biogenesis	en	18299	Y	N , PP , PP , PP , Y , PP , Y , PP , Y , Y , 
490	Traduction et adaptation culturelle du COHIP-19 pour les enfants québécois âgés de 8 à 15 ans	BACKGROUND : For a better understanding of the burden of oral health disorders on children, many different tools are available to measure oral health-related quality of life (OHRQoL). However, none of these tools are available in French for the children of Quebec. AIM : The aim of this study was to translate and culturally adapt the short form of the Child Oral Health Impact Profile (COHIP-19) to French and to assess some of its psychometric properties. METHODS : The original English COHIP-19 was translated into French using a forward and backward translation procedure using a translation committee. The translated version was filled out twice by 59 children between the ages of 8 and 15 with a completion time ranging from 1 to 3 weeks. Questionnaire scores were compared by gender, age, and orthodontic treatment status. The convergent validity, the internal consistency and testretest reliability were the psychometric properties used in the evaluation of this questionnaire. RESULTS : No significant difference was found between questionnaire scores with respect to gender, age and orthodontic treatment status. The self-perceived oral health rating was significantly correlated with the translated version’s total score (rs = 0,37; P = 0,004) indicating that the instrument had sufficient convergent validity. The translated version also revealed good internal consistency (Cronbach’s alpha = 0,67) and an excellent test-retest reliability (ICC = 0,99; P < 0,0001). CONCLUSION : The collected data showed that the French Canadian translation of the COHIP-19 possesses acceptable psychometric properties. However, a validation study should be performed on a larger and more representative sample, as well as in a nonpandemic context.	COHIP-19 , Questionnaire , Quality of life related to oral health , OHRQoL , COHIP-SF 19 , Translation , Cultural adaptation , Psychometric properties	en	26132	Y	PP , PP , Y , PP , Y , PP , Y , PP , 
19668	Développement et validation d’un outil clinique pour l’analyse quantitative de la posture auprès de personnes atteintes d’une scoliose idiopathique	Idiopathic scoliosis (IS) is characterized by three-dimensional (3D) deformity of the spine and rib cage which can increase during growth. The morphologic changes of the trunk result in posture asymmetries. Correction of posture is an important goal of physiotherapy interventions among persons with IS to prevent scoliosis progression, to reduce morphologic deformities and their impact on quality of life. Currently, there are no tools that globally quantify changes in posture that may be attributable to scoliosis progression or to treatment effectiveness, that are usable in a clinical setting. The objective of this thesis was thus to develop and validate a new clinical quantitative posture assessment tool among persons with IS. More specifically, this project aims to determine reliability and concurrent validity of posture indices (PI) of this new tool and to verify their capacity to detect changes between standing and sitting positions.   We conducted a literature review and selected 34 PI representing frontal and sagittal alignment of the different body segments. We constructed a software-based quantitative posture assessment tool to calculate different PI (angular and linear measurements). The software has a user-friendly graphical interface and allows calculation of PI from a set of markers selected interactively on digital photographs. For the reliability and validity studies, standing posture of 70 participants aged 10 to 20 years old with IS (Cobb angle: 15º to 60º) was assessed on two occasions by two physiotherapists. Markers placed on several bony landmarks as well as natural reference points (eyes, ear lobe, etc.) were used to measure the PI from photographs with the 2D tool and to calculate 3D PI obtained from trunk reconstructions with a surface topography system. Frontal and sagittal Cobb angles and trunk list were also calculated on radiographs. The generalizability theory was used to estimate the reliability and standard error of measurement (SEM) of PI of the 2D tool. Pearson correlation coefficients served to estimate concurrent validity of the 2D trunk PI with corresponding 3D PI and with those obtained from radiographs. Fifty participants were assessed for the comparative study between standing and sitting positions. We compared the average values of each PI in standing and long sitting positions using paired t-tests.  Our results show a good level of reliability for the majority of PI of the 2D tool. Correlation between 2D and 3D PI was good for shoulder, scapula, trunk list, waist angles, thoracic scoliosis and pelvis but fair to moderate for thoracic kyphosis, lumbar lordosis and thoracolumbar or lumbar scoliosis. The correlation between 2D and radiograph measurements was good for trunk list, thoracic scoliosis and thoracic kyphosis. Our tool can detect differences between standing and sitting posture for ten out of thirteen PI. A few recommendations specific to this work are: camera height should be adjusted according to the subject’s height; training of judges is important to maximize accuracy in placement of markers; and measurement of sagittal vertebral curves may be facilitated by using markers mounted on pins.    In conclusion, the tool developed in this thesis has good psychometric properties to evaluate posture. This tool should contribute to clinical practice by facilitating the analysis of standing and sitting posture. This tool may also be a good alternative to monitor thoracic scoliosis progression in a clinical setting and may contribute to a reduction in the use of x-rays in the follow-up of youths with thoracic IS. It may also be useful to verify the effectiveness of therapeutic interventions on posture.	Posture , Idiopathic scoliosis , Posture , Reliability , Validity , Generalizability theory	en	4182	Y	PP , PP , PP , PP , PP , PP , 
16267	Conditionnement de l’endothélium de l’artère pulmonaire par thérapie d’inhalation avant la circulation extracorporelle	Cardiopulmonary bypass (CPB) triggers a systemic inflammatory response, an ischemia-reperfusion (I-R) injury and endothelial dysfunction in the pulmonary circulation. Pulmonary hypertension (PH) is a consequence of this insult. The latter increases right ventricle work and may cause difficult separation from cardiopulmonary bypass (CPB) and increased vasoactive requirements after cardiac surgery. Administration of inhaled milrinone or epoprostenol has been shown to reduce endothelial dysfunction in the pulmonary artery. The aim of this work is to evaluate different nebulisators for the administration of milrinone and to evaluate the effect of pre-emptive treatment with inhaled milrinone and epoprostenol on postoperative outcome in cardiac surgery.   Two different studies were done. In the first, three groups of swine were compared: (1) ultrasonic nebulisator inhaled milrinone group; CPB and reperfusion preceded by 2.5 mg inhaled milrinone, (2) simple jet nebulisator inhaled milrinone group; CPB and reperfusion preceded by 2.5 mg inhaled milrinone, and (3) control group; CBP 90 minutes followed by 60 minutes of reperfusion without treatment. During the procedure, hemodynamic, biochemical and hematologic parameters were measured. After sacrifice, pulmonary arterial endothelium-dependent relaxations to acetylcholine and bradykinin were studied in organ chamber experiments. There was a greater improvement in endothelium-dependent relaxations to bradykinin and acetylcholine in the ultrasonic nebuliser inhaled milrinone group compared with the control group and the simple jet nebulisator inhaled milrinone group. In the second study, a retrospective analysis of 60 high-risk surgical patients with PH operated at the Montreal Heart Institute was conducted. Two groups were compared: (1) 40 patients received both inhaled milrinone and inhaled epoprostenol before CPB (treatment group); (2) 20 patients with equivalent preoperative data did not receive any inhaled medication before CPB during the same period (control group). Post-operative vasoactive requirement was reduced at 12 hours and 24 hours post-operatively in the treatment group. Use of ultrasonic nebulisation has a favourable impact on the pulmonary endothelial dysfunction induced by CPB when compared to the simple jet nebulisation traditionally used. Pre-emptive treatment of PH with a combination of inhaled milrinone and epoprostenol prior to CPB was associated with a significant reduction in vasoactive support in the intensive care unit during the first 24 hours after cardiac surgery.	Hypertension  pulmonaire , Milrinone , Cardiac surgery , Cardiopulmonary bypass , Ischemia-reperfusion phenomenon , Pulmonary hypertension , Nebulisation , Milrinone , Epoprostenol	en	8918	Y	N , PP , PP , PP , Y , PP , PP , PP , PP , 
13045	Vers une meilleure compréhension de la rétroaction orientée vers le changement : observation objective, variations quotidiennes et déterminants en contexte sportif	A recent study has shown that a change-oriented feedback (COF) that is empathic, accompanied by choices of solutions, based on clear and attainable objectives, free from person-related statements, paired with tips, and given in a considerate tone of voice can support athletes’ need for autonomy (Carpentier & Mageau, 2013). This thesis comprises three articles that aim to (1) demonstrate that such COF, given during a real training session, is autonomy supportive, (2) further understand its impacts and (3) explore its determinants. While past studies used athletes’ perceptions to define an autonomy-supportive COF and study its consequences, article 1 includes videos of coaches filmed during training sessions. Independent observers coded COF quality and quantity for the 53 coaches that took part in the study, while their 310 athletes reported their perceptions of autonomy. Findings support the results of previous studies by showing that giving a COF characterized by the six dimensions proposed by Carpentier and Mageau (2013) is positively linked to athletes’ perceptions of autonomy. In contrast, COF quantity is negatively linked to athletes’ perceptions of autonomy. Article 2 aims at further understanding the impacts of COF by looking at within-athlete fluctuations from one training to another. In total, 49 athletes completed a diary immediately after 15 consecutive training sessions (N = 534) to evaluate the feedback received during training as well as situational consequences. HLM analyses showed that COF quality is positively linked to the quality of athletes’ experience during training. In contrast, COF quantity is negatively associated with athletes’ autonomous motivation and perceptions of competence. Finally, Article 3 investigates coaches’ passion and perceptions of their athletes’ motivation as potential determinants of COF quality and quantity. In total, 280 athletes and 48 coaches filled out a questionnaire. Results showed that the more coaches report having an obsessive passion toward coaching, the less their COF is perceived as autonomy supportive. Also, the more coaches have an obsessive passion and the more they perceive their athletes as highly motivated, the more they tend to give COF. Results are discussed in light of their contribution to the feedback and SDT literature, as well as for coaches’ training.	Motivation , Passion , Sport , Feedback , Autonomy support , Self-determination theory , Coaching behaviours , Coach-athlete relationship , Well-being , Motivation , Passion , Coaches , Sport	en	11617	Y	PP , PP , Y , PP , PP , Y , Y , Y , Y , PP , PP , PP , Y , 
18567	Évaluation de l’effet clinique de la durée d’entreposage des culots érythrocytaires chez les enfants admis aux soins intensifs	Les transfusions de culots érythrocytaires (CE) sont un traitement fréquent en soins intensifs pédiatriques. Des études chez l’adulte suggèrent qu’une durée prolongée d’entreposage des CE est associée à une mauvaise évolution clinique. Aucune étude prospective n’a été conduite en pédiatrie. Notre objectif était d’évaluer l’effet clinique de la durée d’entreposage des CE chez des patients de soins intensifs pédiatriques. Nous avons donc conduit une étude observationnelle prospective dans 30 centres de soins intensifs pédiatriques en Amérique du Nord, chez tous les patients consécutifs de moins de 18 ans, séjournant aux soins intensifs pendant plus de 48 heures. Le critère de jugement primaire était l’incidence de cas de syndrome de défaillance multiviscérale après transfusion. Les critères de jugement secondaire étaient la mortalité à 28 jours et la durée d’hospitalisation aux soins intensifs. En utilisant un modèle de régression logistique, les risques relatifs furent ajustés pour le sexe, l’âge, la sévérité de la maladie à l’admission, le nombre total de transfusions et la dose totale de transfusion. L’étude a montré que les patients recevant des CE entreposés pendant 14 jours ou plus avaient un risque relatif ajusté de 1.87 (IC 95% 1.04 :3.27, p=0.03) de contracter ou de détériorer un syndrome de défaillance multiviscérale après transfusion. Ces mêmes patients avaient une durée d’hospitalisation aux soins intensifs prolongée (+3.7 jours, p<0.001), mais pas de risque augmenté de mortalité. En conclusion, chez les patients de soins intensifs pédiatriques, la transfusion de CE entreposés 14 jours ou plus est associée avec une augmentation de l’incidence de syndrome de défaillance multiviscérale et une durée d’hospitalisation prolongée aux soins intensifs.	Transfusions , Soins intensifs , Enfant , Morbidité , Mortalité , Insuffisance multi-systémique , Transfusions	fr	5021	Y	PP , PP , Y , Y , PP , Y , PP , 
12357	Problèmes d'insomnie et d'intimité dans le cas d'un trouble de stress post-traumatique	Résumé du cours: Conception, réalisation, implantation et évaluation d’un projet d’envergure autour d’une problématique sociale complexe afin de rendre un service à la communauté.	Insomnie , Trouble de stress post-traumatique , TSPT , Intimité	fr	12157	Y	Y , Y , Y , Y , 
18403	Les usagers de cannabis et la prise de risque sur la route	Cannabis use and driving under the influence of cannabis have become a growing concern in today’s society. The aim of the present study was to further examine the relationship between the use frequency of cannabis among young adults and on-road risk taking. Participants (n=48) were all men aged between 18 and 26 years old who were asked to complete questionnaires and to perform in a simulation task. Results indicate that the use frequency of cannabis is positively associated with self-report of risky driving and suggest a trend with observed risk taking behaviour during the simulation. When comparing the different cannabis users, participants who consumed daily or multiple times a week seem to take more risk on the road than those who use cannabis once a week or less and less than monthly. Moreover, it seems that marijuana users who consume more frequently have a tendency of adopting more permissive attitudes toward smoking cannabis and taking the wheel. Implications for interventions are discussed.	Cannabis users , Dangerous driving , On-road accidents , Risk taking , Driving simulator	en	5177	Y	PP , Y , Y , PP , Y , 
