	title	sentences	label	language	index
51	"Acceptability and feasibility of recruitment
and data collection in a field study of
hospital nurses’ handoffs using mobile
devices"	Background The portability and multiple functionalities of mobile devices make them well suited for collecting field data for naturalistic research, which is often beset with complexities in recruitment and logistics. This paper describes the implementation of a research protocol using mobile devices to study nurses’ exchanges of patient information at change of shift.  Methods Nurses from three medical and surgical units of an acute care teaching hospital in Montreal, Canada, were invited to participate. On 10 selected days, participants were asked to record their handoffs using mobile devices and to complete paper questionnaires regarding these exchanges. Nurse acceptance of mobile devices was assessed using a 30-item technology acceptance questionnaire and focus group interviews. The principal feasibility indicator was whether or not 80 complete handoffs could be collected on each unit.  Results From October to December 2017, 63 of 108 eligible nurses completed the study. Results suggest that the use of mobile devices was acceptable to nurses, who felt that the devices were easy to use but did not improve their job performance. The principal feasibility criterion was met, with complete data collected for 176, 84, and 170 of the eligible handoffs on each unit (81% of eligible handoffs). The research protocol was acceptable to nurses, who felt the study’s demands did not interfere with their clinical work.  Conclusions The research protocol involving mobile devices was feasible and acceptable to nurses. Nurses felt the research protocol, including the use of mobile devices, required minimal investment of time and effort. This suggests that their decision to participate in research involving mobile devices was based on their perception that the study protocol and the use of the device would not be demanding. Further work is needed to determine if studies involving more sophisticated and possibly more demanding technology would be equally feasible and acceptable to nurses.	Mobile devices , Handoff , Nursing , Acceptability , Feasibility , Research procedure , Recruitment	en	24921.0
52	Assessing and addressing sexual concerns in individuals diagnosed with coronary artery disease	Background/Aims Sexual concerns are frequently reported in people diagnosed with coronary artery disease. These concerns may be related to disorders in one or more phases of the sexual response cycle (i.e. desire, arousal and orgasm). Sexual concerns have been linked to anxiety, depressive symptoms and feelings of despair. As such, nurses should have an understanding of the aetiology of sexual concerns in this population and use appropriate assessment and support strategies.  Methods This clinical article discusses several key aspects of evidence-based practice to assess and address sexual concerns in people diagnosed with coronary artery disease.  Findings Early assessment of biological, psychological and pharmacological causes of sexual concerns should be carried out. Sexual counselling may be offered to meet specific information needs. Adding pharmacological agents and referring to a sex therapist can be considered to effectively address the sexual concerns of people within this population.  Conclusions Approaches to sexual assessment, main information needs of patients with coronary artery disease regarding their sexual health, and support strategies are presented.	Cardiac disease , Gender differences , Sexual behaviour , Counselling , Sex therapy	en	24920.0
53	Gestational hypertension, preeclampsia, and peripartum cardiomyopathy : a clinical review	Gestational hypertension, preeclampsia, and peripartum cardiomyopathy are among the most common and often severe pregnancy-specific cardiovascular diseases (CVDs) and causes of complications in pregnancy. This clinical review provides nurses with an overview of pregnancy-specific CVDs, outlines their pathophysiology, and discusses risk factors and assessment. It describes management interventions according to timing: the antepartum, intrapartum, and postpartum phases are each addressed.	Cardiovascular disease , Gestational hypertension , HELLP syndrome , Hypertension , Peripartum cardiomyopathy , Preeclampsia , Pregnancy , Pregnancy complications , Prenatal care	en	24919.0
54	Effectiveness of serious games and impact of design elements on engagement and educational outcomes in healthcare professionals and students : a systematic review and meta-analysis protocol	Introduction Serious games (SGs) are interactive and entertaining digital software with an educational purpose. They engage the learner by proposing challenges and through various design elements (DEs; eg, points, difficulty adaptation, story). Recent reviews suggest the effectiveness of SGs in healthcare professionals’ and students’ education is mixed. This could be explained by the variability in their DEs, which has been shown to be highly variable across studies. The aim of this systematic review is to identify, appraise and synthesise the best available evidence regarding the effectiveness of SGs and the impact of DEs on engagement and educational outcomes of healthcare professionals and students. Methods and analysis A systematic search of the literature will be conducted using a combination of medical subject headings terms and keywords in Cumulative Index of Nursing and Allied Health, Embase, Education Resources Information Center, PsycInFO, PubMed and Web of Science. Studies assessing SGs on engagement and educational outcomes will be included. Two independent reviewers will conduct the screening as well as the data extraction process. The risk of bias of included studies will also be assessed by two reviewers using the Effective Practice and Organisation of Care criteria. Data regarding DEs in SGs will first be synthesised qualitatively. A meta-analysis will then be performed, if the data allow it. Finally, the quality of the evidence regarding the effectiveness of SGs on each outcome will be assessed using the Grading of Recommendations Assessment, Development and Evaluation approach. Ethics and dissemination As this systematic review only uses already collected data, no Institutional Review Board approval is required. Its results will be submitted in a peerreviewed journal by the end of 2018.		en	24918.0
55	Acute carotid stenting in patients undergoing thrombectomy : a systematic review and meta-analysis	Background The benefit of acute carotid stenting compared with no acute stenting on clinical outcomes among patients with tandem lesions (TL) undergoing endovascular thrombectomy (EVT) remains unknown.  Methods We conducted a a systematic review and meta-analysis of studies comparing acute carotid stenting versus no stenting among TL patients undergoing EVT with regards to 90 day modified Rankin Scale (mRS) score, symptomatic intracerebral hemorrhage (sICH), and mortality. Four reviewers screened citations for eligibility and two assessed retained studies for risk of bias and data extraction. A random effects model was used for the synthesis of aggregated data.  Results 21 studies (n=1635 patients) were identified for the systematic review; 19 were cohort studies, 1 was a post-hoc analysis of an EVT trial, and 1 was a pilot randomized controlled trial. 16 studies were included in the meta-analysis. Acute stenting was associated with a favorable 90 day mRS score: OR 1.43 (95% CI 1.07, 1.91). No significant heterogeneity between studies was found for this outcome (I2=17.0%; χ2=18.07, p=0.26). There were no statistically significant differences for 3 month mortality (OR 0.80 (95% CI 0.50, 1.28)) or sICH (OR 1.41 (95% CI 0.91, 2.19)).  Conclusions This meta-analysis suggests that among TL patients undergoing EVT, acute carotid stenting is associated with a greater likelihood of favorable outcome at 90 days compared with no stenting.		en	24917.0
56	La place du bonheur dans la doctrine de la vertu	Le lecteur de la Critique de la raison pratique risque d’être intrigué par le fait que Kant affirme dans l’Analytique que le bonheur ne doit jouer aucun rôle dans la motivation à agir selon la loi morale, alors que la Dialectique réintroduit de manière inopinée le thème du bonheur comme faisant l’objet d’une attente raisonnable de la part du sujet moral vertueux. Or, tant Fichte que Schopenhauer exprimeront des réserves face à ce geste de Kant. Dans cet article, je cherche à montrer que les trois explications habituellement fournies pour rendre plausible cette espérance en un bonheur proportionnel à la vertu sont sujettes à caution : 1) le dualisme ontologique (suprasensible/sensible), 2) le préjugé religieux de Kant (F. Schroeter) et 3) une concession faite par Kant à la faiblesse de la nature humaine (L. W. Beck). J’avance alors une autre explication, fondée sur la conception kantienne de la raison pratique.	Kant , Fichte , Schopenhauer , Souverain bien , Bonheur , Salaire , Remuneratio gratuita , Highest good , Happiness , Salary	fr	24913.0
57	La place du bonheur dans la doctrine de la vertu	The reader of the Critique of Practical Reason is often puzzled by Kant’s claim in the Analytic that happiness must not play any role in the motivation to act according to the moral law, whereas the Dialectic unexpectedly reintroduces the topic of happiness as a reasonable expectation from the part of the virtuous moral subject. In fact, both Fichte and Schopenhauer had reservations about this move. In this paper I argue that the three explanations usually provided in order to make sense of the hope for happiness are questionable: 1) the ontological dualism (intelligible/sensible), 2) Kant’s religious prejudice (F. Schroeter), and 3) a concession made by Kant to the weakness of human nature (L. W. Beck). I give another explanation, based on Kant’s conception of practical reason.	Kant , Fichte , Schopenhauer , Souverain bien , Bonheur , Salaire , Remuneratio gratuita , Highest good , Happiness , Salary	en	24913.0
58	Entre la philosophie et la science : le reconstructionnisme hermeneutique de J. Habermas	Cet article traite du déplacement théorique opéré par Habermas entre Connaissance et intérêt (1968) et la Théorie de l’agir communicationnel (1981). Connaissance et intérêt présentait un double volet théorique correspondant au couple « théorie traditionnelle et théorie critique » : 1- une description des intérêts de connaissance conçus comme invariants anthropologiques (les intérêts technique et pratique), et 2- une reprise du concept de « critique » propre à l’École de Francfort selon lequel la théorie est autoréférentielle au sens où elle doit être strictement contextualisée et viser la mise au jour de déterminations inaperçues. Ici, l’intérêt est émancipatoire et la psychanalyse en est une illustration. Connaissance et intérêt procédait donc à une répartition asymétrique des intérêts de connaissance en vertu de ces deux approches théoriques distinctes. Or, le passage à la théorie de l’agir communicationnel maintiendra ces deux approches, de façon renouvelée toutefois, conformément aux deux fonctions contenues dans la nouvelle définition du rôle de la philosophie : 1- « Platzhalter » et 2- « Interpret ».	Habermas , Philosophie , Théorie traditionnelle , Théorie critique , Intérêts de connaissance , Agir communicationnel	fr	24912.0
59	Entre la philosophie et la science : le reconstructionnisme hermeneutique de J. Habermas	This paper deals with the theoretical reframing that takes place between Knowledge and Human Interest (1968) and the Theory of Communicative Action (1981). In Knowledge and Human Interest two theoretical approaches corresponding to the pair “traditional theory and critical theory” overlapped: 1- a description of the knowledge interests conceived as anthropological invariants (the technical and the practical interests), and 2- the taking up of the concept of “critique” proper to the Frankfurt School according to which theory is self-referential since it is strictly contextualized and aims at the discovery of unnoticed determinations. The interest in this case is emancipatory and psychoanalysis can serve as an example for it. As we can see, the distribution of the knowledge interests in 1968 was asymmetrical because of these two distinct theoretical approaches. Yet the transition to the theory of communicative action will maintain the two approaches, in a renewed manner however, in accordance with the two functions delineated in the new definition of the role of philosophy: 1- “Platzhalter” and 2- “Interpret.”	Habermas , Philosophie , Théorie traditionnelle , Théorie critique , Intérêts de connaissance , Agir communicationnel	en	24912.0
60	Effet de la musique sur le stress chez des athlètes avec et sans commotions cérébrales	Les commotions cérébrales d’origine sportive préoccupent de plus en plus les experts; entre 20 à 40 % des athlètes subissent une commotion cérébrale chaque année au Québec. Parmi les nombreux impacts néfastes, les symptômes affectifs (p. ex., le stress et l’anxiété) font partie des complications les plus fréquentes. Ainsi, il est important de développer des techniques de gestion du stress adaptées au mode de vie des athlètes. En ce sens, la musique a été démontrée efficace pour réduire le stress, dû à ses propriétés relaxante et agréable. L’objectif de cette étude est d’explorer les effets de l’écoute musicale sur le stress induit expérimentalement chez les athlètes commotionnés et non commotionnés. Pour ce faire, quatre groupes d’athlètes (non commotionné musique, non commotionné silence, commotionné musique, commotionné silence) ont effectué le Test de stress social de Trier alors que des mesures autorapportées de stress ont été prises. Les résultats ne montrent pas de différence significative dans le patron de récupération du stress entre les groupes ayant écouté ou non de la musique. Cependant, il est intéressant de constater que les groupes d’athlètes ayant écouté de la musique durant la phase de récupération montrent un niveau de stress final inférieur à leur niveau de base. Par ailleurs, aucune différence n’a été observée entre les groupes d’athlètes avec et sans commotion cérébrale lors de l’induction et de la récupération du stress. Des recherches futures sont nécessaires afin d’approfondir ces résultats et de mieux comprendre comment la musique peut être utilisée comme outils aidant à réduire le stress dans le domaine sportif.	Commotion cérébrale d'origine sportive , Stress , Musique , Neuropsychologie clinique , Athlètes , Sport-related concussion , Athletes , Music , Clinical neuropsychology , Intervention musicale , Musical intervention	fr	24909.0
61	Effet de la musique sur le stress chez des athlètes avec et sans commotions cérébrales	Sports-related concussions are a growing concern to experts; concussions affect approximately 20 to 40 percent of athletes every year in Quebec. Of the many negative side effects, emotional symptoms such as stress and anxiety are among the most common. It is therefore important to develop adequate stress management techniques adapted to an athlete’s lifestyle. In this regard, music has been shown to be effective in reducing stress, due to its relaxing and therapeutic properties. The purpose of this study is to explore the effects of music on experimentally induced stress in concussed and non-concussed athletes. To achieve this, four groups of athletes (non-concussed music, non-concussed silence, concussed music, concussed silence) performed the Trier Social Stress Test, for which self-reported stress measurements were taken. The results do not show a significant difference in the pattern of stress recovery between the groups who listened to music and those who did not. However, it is interesting to note that groups of athletes who listened to music during the recovery phase show a lower final stress level than their baseline level. Furthermore, no difference was observed between the groups of athletes with and without concussions during stress induction or recovery. Future research is needed to refine these findings and to better understand how music can be used as a tool to help reduce stress in sports.	Commotion cérébrale d'origine sportive , Stress , Musique , Neuropsychologie clinique , Athlètes , Sport-related concussion , Athletes , Music , Clinical neuropsychology , Intervention musicale , Musical intervention	en	24909.0
62	La catégorisation visuelle des lettres et les habiletés de lecture chez l’enfant	L’identification des lettres est un processus de catégorisation ; une large variété de stimuli visuels est regroupée en 26 catégories distinctes. La lecture de mots dépendrait du traitement de l’identité des lettres, indépendamment de leurs formes visuelles. Certaines évidences suggèrent une perception catégorielle des lettres chez l’adulte lettré. Toutefois, le lien entre la catégorisation visuelle des lettres et la lecture demeure peu étudié. La présente étude a employé un paradigme de perception catégorielle (étude de cas des lettres b-d) afin d’explorer si la perception des lettres est catégorielle chez l’enfant, et si une telle perception serait liée aux habiletés de lecture. Les résultats indiquent que les enfants perçoivent les lettres b et d de façon catégorielle, suggérant que leurs représentations abstraites des lettres influencent leur perception, et que celles-ci sont liées aux habiletés de lecture de mots irréguliers, mais non de pseudo-mots. Cette étude soutient l’importance de représentations abstraites des lettres en lecture, permettant de mieux comprendre les processus impliqués en lecture.	Lecture , Perception catégorielle , Identité abstraite des lettres , Enfance , Neuropsychologie clinique , Reading , Categorical perception , Abstract letter identity , Children , Clinical neuropsychology	fr	24908.0
63	La catégorisation visuelle des lettres et les habiletés de lecture chez l’enfant	Letter identification is a process of categorization; a wide variety of visual stimuli are sorted into 26 distinct categories. Word reading is assumed to be dependant on the process of letter identities, abstracting over their visual forms. Some evidence suggest categorical perception of letters in literate adults. However, these studies focussed mostly on pre-lexical process of letters without the implication of the central reading processes. This current study employed a categorical perception paradigm with the letters b-d as a test case to examine the mode of perception of letters in children; and its role in reading. The results show that children perceived the letters b and d in a categorical manner, suggesting that their abstract letter representations influenced their perception. The results also show that categorial perception of letters seemed to be linked to irregular words, but not to pseudo-word reading ability. This study supports the importance of abstract representations in reading and allows a better understanding of the processes involved in reading.	Lecture , Perception catégorielle , Identité abstraite des lettres , Enfance , Neuropsychologie clinique , Reading , Categorical perception , Abstract letter identity , Children , Clinical neuropsychology	en	24908.0
64	Understanding food web mercury accumulation through trophic transfer and carbon processing along a river affected by recent run-of-river dams	Unlike large dams which favor methylation of Hg in flooded soils over long periods, run-of-river dams are designed to flood a limited area of soils and are therefore not expected to significantly affect mercury (Hg) cycling or carbon processing. We studied the Hg and carbon cycles within food webs from several sectors along the Saint-Maurice River, Quebec, Canada, that differ in how they are influenced by two run-of-river dams and other watershed disturbances. We observed peak Hg concentrations in fish five-year postimpoundment, but these levels were reduced three years after this peak. Methylmercury concentrations in low trophic level fish and invertebrates were related to their carbon source (δ13C) rather than their trophic positions (δ15N). Biomagnification, measured by trophic magnification slopes, was driven mainly by methylmercury concentrations in low-trophic level organisms and environmental factors related to organic matter degradation and Hg-methylation. River sectors, δ13C and δ15N, predicted up to 80% of the variability in food web methylmercury concentrations. The installation of run-of-river dams and the related pondages, in association with other watershed disturbances, altered carbon processing, promoted Hg-methylation and its accumulation at the base of the food web, and led to a temporary increase in Hg levels in fish.	Mercury , Carbon , Nitrogen , Trophic magnification slope , Run-of-river , Food web	en	24907.0
65	Start small : how nanomedicine could alleviate the burden of rare CNS Diseases	The complexity and organization of the central nervous system (CNS) is widely modulated by the presence of the blood–brain barrier (BBB) and the blood–cerebrospinal fluid barrier (BCSFB), which both act as biochemical, dynamic obstacles impeding any type of undesirable exogenous exchanges. The disruption of these barriers is usually associated with the development of neuropathologies which can be the consequence of genetic disorders, local antigenic invasions, or autoimmune diseases. These disorders can take the shape of rare CNS-related diseases (other than Alzheimer’s and Parkinson’s) which a exhibit relatively low or moderate prevalence and could be part of a potential line of treatments from current nanotargeted therapies. Indeed, one of the most promising therapeutical alternatives in that field comes from the development of nanotechnologies which can be divided between drug delivery systems and diagnostic tools. Unfortunately, the number of studies dedicated to treating these rare diseases using nanotherapeutics is limited, which is mostly due to a lack of interest from industrial pharmaceutical companies. In the present review, we will provide an overview of some of these rare CNS diseases, discuss the physiopathology of these disorders, shed light on how nanotherapies could be of interest as a credible line of treatment, and finally address the major issues which can hinder the development of efficient therapies in that area.	CNS disorders , Rare pathologies , Orphan diseases , Nanotechnologies , Nanomedicine , Drug delivery systems	en	24904.0
66	De Max Weber à Heidegger : l'historiographie comme liquidation méthodique de l'histoire	Il peut paraître audacieux d’effectuer un rapprochement entre deux intellectuels aussi différents que Max Weber et Martin Heidegger, et ce même à propos de cette préoccupation commune qu’ils ont pour l’histoire. Weber aborde en vérité la question du point de vue de la méthodologie des sciences humaines, refusant de s’aventurer sur le terrain de la philosophie, alors que Heidegger traite de l’historialité dans le cadre d’une ontologie phénoménologique gravitant autour de la question de l’être. Mais c’est l’accent qu’ils mettent tous deux sur le concept de « possibilité » en histoire qui autorise le rapprochement, comme nous allons le voir.	Weber, Max , Heidegger, Martin , Histoire , Possibilité , Avenir , Futur passé , History , Possibility , Future past	fr	24902.0
67	De Max Weber à Heidegger : l'historiographie comme liquidation méthodique de l'histoire	It may seem odd at first glance to bring together Max Weber and Martin Heidegger, two intellectuals so different from one another even they share a common concern for history. In fact Weber deals with history merely from the standpoint of the methodology of the human sciences, renouncing to venture in the field of philosophy, whereas Heidegger develops his concept of historicality within a phenomenological ontology centered around the question of being. However the fact that they both insist on the importance for history of the concept of “possibility” clearly justifies, as we will see, the comparison.	Weber, Max , Heidegger, Martin , Histoire , Possibilité , Avenir , Futur passé , History , Possibility , Future past	en	24902.0
